objectid,parkid,parkname,parkaddress,streetno,streetname,city,state,zipcode,parktype,parkcatagory,parkstatus,parkdist,parkphone,councildistrict,bocc,parkdate,x,y,leasedid,parklatitude,parklongitude,lattitude,longitude,population,pplpersqmile,avgincomeperhshd
160,ALHP,Allen Hills Park,4701 CHEVIOT RD,4701,CHEVIOT,CHARLOTTE,NC,28269,Neighborhood,General,Developed,North,9803141001,District 4,District 3,2007/10/16 00:00:00+00,1457258.371,563623.9445,Mecklenburg,35.286045,-80.81862199999999,35.334508,-80.803461,"42,356.00","1,419.99","61,899.00"
97,RIBW,Ribbonwalk Nature Preserve,5017 HOYT HINSON RD,5017,HOYT HINSON,CHARLOTTE,NC,28269,Nature Preserve,General,Developed,North,9803141000,District 2,District 3,2005/07/11 00:00:00+00,1457448.575,566045.9846,Mecklenburg,35.295505,-80.821699,35.334508,-80.803461,"42,356.00","1,419.99","61,899.00"
129,DAVS,Clarks Creek Nature Preserve,5434 HUCKS RD,0,NO ADDRESS,CHARLOTTE,NC,28269,Nature Preserve,General,Developed,North,9803141001,District 4,District 1,2003/07/11 00:00:00+00,1460036.146,587879.0109,Mecklenburg,35.354048,-80.807893,35.334508,-80.803461,"42,356.00","1,419.99","61,899.00"
81,DAVP,Clarks Creek Park,5435 HUCKS RD,0, ,CHARLOTTE,NC,28269,Community,General,Developed,North,9803141001,District 4,District 1,2003/07/11 00:00:00+00,1460042.4119999998,587800.5253,Mecklenburg,35.351509,-80.81119699999999,35.334508,-80.803461,"42,356.00","1,419.99","61,899.00"
145,GREN,Greene Street Park,5612 GREENE ST,5612,GREENE,CHARLOTTE,NC,28269,Neighborhood,General,Undeveloped,North,9803141001,District 2,District 3,2017/04/17 00:00:00+00,1460390.855,572092.5675,Mecklenburg,35.308326,-80.808771,35.334508,-80.803461,"42,356.00","1,419.99","61,899.00"
315,NEVN,Nevin Park,6100 STATESVILLE RD,6100,STATESVILLE,CHARLOTTE,NC,28269,Regional,General,Developed,North,9803141001,District 2,District 3,2000/12/11 00:00:00+00,1451160.866,569885.1162,Mecklenburg,35.303599,-80.839078,35.334508,-80.803461,"42,356.00","1,419.99","61,899.00"
159,ROCK,Thereasea C. Elders Park,6325 ROCKWELL CHURCH RD,6325,ROCKWELL CHURCH,CHARLOTTE,NC,28269,Neighborhood,General,Developed,North,9803141001,District 2,District 3,1998/10/12 00:00:00+00,1463108.376,571111.2459,Mecklenburg,35.306233,-80.799995,35.334508,-80.803461,"42,356.00","1,419.99","61,899.00"
304,CLAR,Clarks Creek Greenway Park,9715 MALLARD CREEK RD,0, ,CHARLOTTE,NC,28269,Neighborhood,General,Developed,North,9803141001,District 4,District 1,2015/07/07 00:00:00+00,1469677.975,579434.7592,Mecklenburg,35.334106,-80.773197,35.334508,-80.803461,"42,356.00","1,419.99","61,899.00"
109,ALHS,Alexandriana Historic Site,9921 OLD STATESVILLE RD,9921,OLD STATESVILLE,CHARLOTTE,NC,28269,Historic,Historic,Developed,North,9803141001,,District 1,2002/03/18 00:00:00+00,1456584.958,590193.8029,Mecklenburg,35.357772,-80.82343,35.334508,-80.803461,"42,356.00","1,419.99","61,899.00"
182,TMCW,T.M. Winget Park,12025 WINGET RD,12025,WINGET,CHARLOTTE,NC,28278,Regional,General,Developed,South,9803141003,District 3,District 2,1998/07/28 00:00:00+00,1401277.841,508885.5819,Mecklenburg,35.131952000000005,-81.002439,35.130547,-81.002682,"6,175.00",225.92,"71,420.00"
216,WGRC,T.M. Winget Recreation Center,12235 WINGET RD,0, ,CHARLOTTE,NC,28278,Recreation Center,RecCenter,Developed,South,9803141103,District 3,District 2,1994/10/17 00:00:00+00,1401928.4519999998,508402.4325,Mecklenburg,35.13074,-81.000474,35.130547,-81.002682,"6,175.00",225.92,"71,420.00"
6,COPP,Copperhead Island,15200 SOLDIER RD,15200,SOLDIER,CHARLOTTE,NC,28278,Nature Preserve,General,Developed,South,9803141003,,District 2,1998/07/28 00:00:00+00,1394440.26,501026.6419,Mecklenburg,35.108453999999995,-81.02508900000001,35.130547,-81.002682,"6,175.00",225.92,"71,420.00"
49,MCDL,McDowell Nature Preserve,15222 YORK RD,15222,YORK,CHARLOTTE,NC,28278,Nature Preserve,General,Developed,South,9803141128,,District 2,1998/07/28 00:00:00+00,1394705.428,495414.2011,Mecklenburg,35.0961,-81.023137,35.130547,-81.002682,"6,175.00",225.92,"71,420.00"
324,MDNC,McDowell Nature Center,15222 YORK RD,15222,YORK,CHARLOTTE,NC,28278,Nature Center,General,Developed,South,9803141128,,District 2,2016/07/06 00:00:00+00,1395753.3080000002,497445.4699,Mecklenburg,35.0961,-81.023137,35.130547,-81.002682,"6,175.00",225.92,"71,420.00"
111,PALI,York Road Palisades Park,15321 YORK RD,0, ,CHARLOTTE,NC,28278,Neighborhood,General,Developed,South,9803141003,,District 6,2015/07/07 00:00:00+00,1394552.993,495279.6432,Mecklenburg,35.0937,-81.02611999999999,35.130547,-81.002682,"6,175.00",225.92,"71,420.00"
37,CAPP,Capps Park,17501 MCKEE RD,0, ,CHARLOTTE,NC,28278,Community,General,Undeveloped,South,9803141003,,District 6,2003/07/11 00:00:00+00,1395719.146,483682.651,Mecklenburg,35.061898,-81.019137,35.130547,-81.002682,"6,175.00",225.92,"71,420.00"
29,CMGP,Camp Greene Park,1221 ALLEGHANY ST,1221,ALLEGHANY,CHARLOTTE,NC,28208,Community,General,Developed,Central,9803141002,District 3,District 2,1998/07/28 00:00:00+00,1435535.9109999998,546692.186,Mecklenburg,35.236989,-80.887821,35.23043,-80.907493,"35,890.00","1,647.35","27,576.00"
95,REVC,Revolution Park Sports Academy,1225 REMOUNT RD,1225,REMOUNT,CHARLOTTE,NC,28208,Recreation Center,RecCenter,Developed,Central,9803141116,District 3,District 2,1998/07/28 00:00:00+00,1438886.595,538088.9034,Mecklenburg,35.21373,-80.878589,35.23043,-80.907493,"35,890.00","1,647.35","27,576.00"
171,ENDP,Enderly Park,1501 ENDERLY RD,1501,ENDERLY,CHARLOTTE,NC,28208,Neighborhood,General,Developed,Central,9803141002,District 3,District 2,1998/07/28 00:00:00+00,1437471.946,547784.5067,Mecklenburg,35.240008,-80.882809,35.23043,-80.907493,"35,890.00","1,647.35","27,576.00"
174,BRYT,Bryant Park,1701 W MOREHEAD ST,1701,MOREHEAD,CHARLOTTE,NC,28208,Neighborhood,General,Developed,Central,9803141002,District 3,District 2,2002/03/18 00:00:00+00,1441724.342,543159.2186,Mecklenburg,35.227007,-80.87039200000001,35.23043,-80.907493,"35,890.00","1,647.35","27,576.00"
93,SVCT,Southview Recreation Center,1720 VILMA ST,1720,VILMA,CHARLOTTE,NC,28208,Recreation Center,RecCenter,Developed,Central,9803141105,District 3,District 2,1999/04/29 00:00:00+00,1427424.507,537420.9466,Mecklenburg,35.211345,-80.916885,35.23043,-80.907493,"35,890.00","1,647.35","27,576.00"
198,AMJP,Amay James Park,2415 LESTER ST,2414,LESTER,CHARLOTTE,NC,28208,Community,General,Undeveloped,Central,9803141002,District 3,District 2,2007/05/01 00:00:00+00,1432091.481,534479.2239,Mecklenburg,35.203181,-80.90185,35.23043,-80.907493,"35,890.00","1,647.35","27,576.00"
204,AMRC,Amay James Recreation Center & Annex,2425 LESTER ST,2425,LESTER,CHARLOTTE,NC,28208,Recreation Center,RecCenter,Undeveloped,Central,9803141002,District 3,District 2,,1431958.001,534153.0001,Mecklenburg,35.202740999999996,-80.901689,35.23043,-80.907493,"35,890.00","1,647.35","27,576.00"
211,REVP,Revolution Park,2433 BARRINGER DR,2433,BARRINGER,CHARLOTTE,NC,28208,Community,General,Developed,Central,9803141002,District 3,District 2,1998/07/28 00:00:00+00,1439591.3769999999,538625.5314,Mecklenburg,35.214812,-80.87515,35.23043,-80.907493,"35,890.00","1,647.35","27,576.00"
138,DOWD,Dowd Park,2521 GREENLAND AV,2521,GREENLAND,CHARLOTTE,NC,28208,Neighborhood,General,Under Construction,Central,9803141002,District 3,District 2,1998/07/28 00:00:00+00,1437751.24,542495.8279,Mecklenburg,35.225836,-80.882187,35.23043,-80.907493,"35,890.00","1,647.35","27,576.00"
199,MLKP,Martin Luther King Jr. Park,2600 RAVENCROFT DR,2600,RAVENCROFT,CHARLOTTE,NC,28208,Community,General,Developed,Central,9803141002,District 2,District 2,1998/07/28 00:00:00+00,1441263.5259999998,549621.5234,Mecklenburg,35.244134,-80.870708,35.23043,-80.907493,"35,890.00","1,647.35","27,576.00"
33,SWCG,Smallwood Community Garden,2625 ROSLYN AV,2625,ROSLYN,CHARLOTTE,NC,28208,Community Garden,Garden,Developed,Central,9803141000,District 2,District 2,2018/08/24 00:00:00+00,1442650.311,550766.8097,Mecklenburg,35.249133,-80.86676899999999,35.23043,-80.907493,"35,890.00","1,647.35","27,576.00"
130,REVG,Charles L. Sifford Golf Course,2661 BARRINGER DR,2661,BARRINGER,CHARLOTTE,NC,28208,Golf Course,Golf,Developed,Central,9803141002,District 3,District 2,1998/07/28 00:00:00+00,1438529.898,537556.8295,Mecklenburg,35.212258,-80.879948,35.23043,-80.907493,"35,890.00","1,647.35","27,576.00"
206,WING,Wingate Park,2721 MAYFAIR AV,2731,MAYFAIR,CHARLOTTE,NC,28208,Neighborhood,General,Developed,Central,9803141002,District 3,District 2,1998/11/24 00:00:00+00,1430094.125,538449.6993,Mecklenburg,35.214682,-80.908002,35.23043,-80.907493,"35,890.00","1,647.35","27,576.00"
263,ENDC,Bette Rae Thomas Recreation Center,2921 TUCKASEEGEE RD,1220,CLAY,CHARLOTTE,NC,28208,Recreation Center,RecCenter,Developed,Central,9803141111,District 3,District 2,1998/07/28 00:00:00+00,1439430.591,548073.46,Mecklenburg,35.241546,-80.87773299999999,35.23043,-80.907493,"35,890.00","1,647.35","27,576.00"
268,REID,Reid Park,3207 AMAY JAMES AV,0,NO ADDRESS,CHARLOTTE,NC,28208,Neighborhood,General,Developed,Central,9803141002,District 3,District 2,1998/10/12 00:00:00+00,1432367.44,534637.1879,Mecklenburg,35.204252000000004,-80.900194,35.23043,-80.907493,"35,890.00","1,647.35","27,576.00"
73,LKWD,Lakewood Park,3207 KALYNNE ST,0, ,CHARLOTTE,NC,28208,Neighborhood,General,Developed,Central,9803141002,District 2,District 2,,1439226.176,552307.85,Mecklenburg,35.251681,-80.879726,35.23043,-80.907493,"35,890.00","1,647.35","27,576.00"
187,HOSK,Eva B. Barber Park,3801 GOSSETT AV,3801,GOSSETT,CHARLOTTE,NC,28208,Neighborhood,General,Developed,North,9803141001,District 2,District 2,1998/07/28 00:00:00+00,1437463.8830000001,554782.8835,Mecklenburg,35.260521000000004,-80.88419499999999,35.23043,-80.907493,"35,890.00","1,647.35","27,576.00"
223,WEST,Westerly Hills Park,3970 BRISTOL DR,3970,BRISTOL,CHARLOTTE,NC,28208,Neighborhood,General,Developed,Central,9803141002,District 3,District 2,1998/07/28 00:00:00+00,1431354.5,544156.9165,Mecklenburg,35.230216999999996,-80.904893,35.23043,-80.907493,"35,890.00","1,647.35","27,576.00"
65,TUCP,Tuckaseegee Park,4820 TUCKASEEGEE RD,4820,TUCKASEEGEE,CHARLOTTE,NC,28208,Neighborhood,General,Developed,North,9803141001,District 3,District 2,1998/07/28 00:00:00+00,1430415.4719999998,550805.5421,Mecklenburg,35.24865,-80.907287,35.23043,-80.907493,"35,890.00","1,647.35","27,576.00"
92,TUCC,Tuckaseegee Recreation Center,4820 TUCKASEEGEE RD,4820,TUCKASEEGEE,CHARLOTTE,NC,28208,Recreation Center,RecCenter,Developed,North,9803141001,District 3,District 2,1998/07/28 00:00:00+00,1430590.5019999999,550832.1888,Mecklenburg,35.24865,-80.907287,35.23043,-80.907493,"35,890.00","1,647.35","27,576.00"
303,WPRC,Wallace Pruitt Recreation Center,501 S BRUNS AV,0, ,CHARLOTTE,NC,28208,Recreation Center,RecCenter,Developed,Central,9803141114,District 2,District 2,,1443170.699,547226.3734,Mecklenburg,35.238919,-80.864749,35.23043,-80.907493,"35,890.00","1,647.35","27,576.00"
55,BERE,Berewick Recreation Center,5910 DIXIE RIVER RD,5910,DIXIE RIVER,CHARLOTTE,NC,28208,Recreation Center,RecCenter,Developed,South,9803141003,,District 2,2002/11/06 00:00:00+00,1408860.138,524108.9122,Mecklenburg,35.174279,-80.98036,35.23043,-80.907493,"35,890.00","1,647.35","27,576.00"
162,UPST,Berewick Park,5920 DIXIE RIVER RD,0,NO ADDRESS,CHARLOTTE,NC,28208,Regional,General,Developed,South,9803141003,,District 2,1998/10/06 00:00:00+00,1408120.605,523981.0722,Mecklenburg,35.238051,-80.816519,35.23043,-80.907493,"35,890.00","1,647.35","27,576.00"
242,GRNP,Greenville Park,1232 SPRING ST,1401,POLK,CHARLOTTE,NC,28206,Neighborhood,General,Developed,Central,9803141002,District 2,District 2,1998/07/28 00:00:00+00,1449720.394,549291.0382,Mecklenburg,35.245096999999994,-80.842869,35.256127,-80.820999,"12,539.00","1,789.04","25,663.00"
41,LSCG,Little Sugar Creek Community Garden,1319 N ALEXANDER ST,1319,ALEXANDER,CHARLOTTE,NC,28206,Community Garden,Garden,Developed,Central,9803141000,District 1,District 3,2018/08/24 00:00:00+00,1455765.753,544551.4336,Mecklenburg,35.23259,-80.82256600000001,35.256127,-80.820999,"12,539.00","1,789.04","25,663.00"
83,OLRC,Ivory-Baker Recreation Center,1920 STROUD PARK CT,1295,EUREKA,CHARLOTTE,NC,28206,Recreation Center,RecCenter,Developed,Central,9803141112,District 2,District 2,2008/02/26 00:00:00+00,1450576.282,550968.1707,Mecklenburg,35.249840999999996,-80.840463,35.256127,-80.820999,"12,539.00","1,789.04","25,663.00"
192,WOOD,Double Oaks Family Aquatic Center,2014 STATESVILLE AV,2014,STATESVILLE,CHARLOTTE,NC,28206,Aquatic Center,Sports,Developed,Central,7043340308,District 1,District 3,2017/01/10 00:00:00+00,1451993.07,550910.3955,Mecklenburg,35.249896,-80.835379,35.256127,-80.820999,"12,539.00","1,789.04","25,663.00"
89,TRYH,Tryon Hills Park,220 W 30TH ST,220,30TH,CHARLOTTE,NC,28206,Neighborhood,General,Developed,Central,9803141002,District 1,District 3,1998/07/28 00:00:00+00,1457376.334,550990.9483,Mecklenburg,35.250555,-80.81738100000001,35.256127,-80.820999,"12,539.00","1,789.04","25,663.00"
267,ANSP,Anita Stroud Park,2215 DOUBLE OAKS RD,2215,DOUBLE OAKS,CHARLOTTE,NC,28206,Neighborhood,General,Developed,Central,9803141002,District 2,District 2,2007/04/20 00:00:00+00,1450370.5869999998,551900.0398,Mecklenburg,35.252655,-80.842249,35.256127,-80.820999,"12,539.00","1,789.04","25,663.00"
292,DBLP,Double Oaks Park,2603 DOUBLE OAKS RD,2603,DOUBLE OAKS,CHARLOTTE,NC,28206,Neighborhood,General,Undeveloped,Central,9803141002,District 2,District 2,2008/05/14 00:00:00+00,1451262.341,553450.41,Mecklenburg,35.256501,-80.840366,35.256127,-80.820999,"12,539.00","1,789.04","25,663.00"
82,DRUD,Druid Hills Park,2801 POINSETT ST,2801,POINSETT,CHARLOTTE,NC,28206,Neighborhood,General,Developed,Central,9803141002,District 1,District 3,1998/10/07 00:00:00+00,1453292.949,554069.1403,Mecklenburg,35.258728000000005,-80.831102,35.256127,-80.820999,"12,539.00","1,789.04","25,663.00"
256,DRTA,Derita Park,3509 FREW RD,3509,FREW,CHARLOTTE,NC,28206,Community,General,Developed,North,9803141001,District 1,District 3,1998/07/28 00:00:00+00,1460946.331,554062.2899,Mecklenburg,35.25977,-80.806533,35.256127,-80.820999,"12,539.00","1,789.04","25,663.00"
31,SIXP,Sixteenth Street Park,620 E 16TH ST,620,16TH,CHARLOTTE,NC,28206,Neighborhood,General,Developed,Central,9803141002,District 1,District 3,1997/09/29 00:00:00+00,1455531.6919999998,544477.2366,Mecklenburg,35.232057,-80.823459,35.256127,-80.820999,"12,539.00","1,789.04","25,663.00"
141,ALEX,Alexander Park,739 E 12TH ST,739,12TH,CHARLOTTE,NC,28206,Neighborhood,General,Developed,Central,9803141002,District 1,District 4,2002/03/18 00:00:00+00,1454368.71,542959.2309,Mecklenburg,35.227259000000004,-80.827474,35.256127,-80.820999,"12,539.00","1,789.04","25,663.00"
179,SHRM,Sherman Branch Nature Preserve,12501 ROCKY RIVER CHURCH RD,0,NO ADDRESS,MINT HILL,NC,28215,Nature Preserve,General,Developed,North,9803141001,,District 4,1998/10/06 00:00:00+00,1512680.496,545396.3159,Mecklenburg,35.237409,-80.63229399999999,35.243457,-80.70106700000001,"41,259.00","1,366.57","46,729.00"
237,RENP,Reedy Creek Nature Preserve,2900 ROCKY RIVER RD,2900,ROCKY RIVER,CHARLOTTE,NC,28215,Nature Preserve,General,Developed,North,9803141001,District 4,District 3,1998/07/28 00:00:00+00,1487659.751,560034.7351,Mecklenburg,35.27548,-80.716941,35.243457,-80.70106700000001,"41,259.00","1,366.57","46,729.00"
309,REDY,Reedy Creek Park,2900 ROCKY RIVER RD,2900,ROCKY RIVER,CHARLOTTE,NC,28215,Regional,General,Developed,North,9803141001,District 4,District 3,2008/05/14 00:00:00+00,1487582.496,559996.4957,Mecklenburg,35.27548,-80.716941,35.243457,-80.70106700000001,"41,259.00","1,366.57","46,729.00"
196,RCNC,Reedy Creek Nature Center,2986 ROCKY RIVER RD,2986,ROCKY RIVER,CHARLOTTE,NC,28215,Nature Center,General,Developed,North,9803141001,District 4,District 3,2016/07/06 00:00:00+00,1486782.38,554634.2779,Mecklenburg,35.261773,-80.719383,35.243457,-80.70106700000001,"41,259.00","1,366.57","46,729.00"
173,EASP,Eastway Park,423 EASTWAY DR,423,EASTWAY,CHARLOTTE,NC,28215,Community,General,Developed,North,9803141001,District 1,District 3,2003/07/11 00:00:00+00,1468679.9640000002,551894.8877,Mecklenburg,35.255751000000004,-80.773758,35.243457,-80.70106700000001,"41,259.00","1,366.57","46,729.00"
253,EASR,Eastway Regional Recreation Center,423 EASTWAY DR,423,EASTWAY,CHARLOTTE,NC,28215,Recreation Center,RecCenter,Developed,North,9803141001,District 1,District 3,,1469889.38,552535.0569,Mecklenburg,35.255751000000004,-80.773758,35.243457,-80.70106700000001,"41,259.00","1,366.57","46,729.00"
249,BRWD,Briarwood Park,5349 WATERWOOD ST,5349,WATERWOOD,CHARLOTTE,NC,28215,Community,General,Developed,North,9803141001,District 1,District 3,2002/03/18 00:00:00+00,1472738.399,552337.4335,Mecklenburg,35.254946999999994,-80.767278,35.243457,-80.70106700000001,"41,259.00","1,366.57","46,729.00"
288,JUPK,Julian Underwood Park,5400 GALWAY DR,5400,GALWAY,CHARLOTTE,NC,28215,Neighborhood,General,Developed,South,9803141003,District 1,District 3,1998/07/28 00:00:00+00,1475166.9880000001,547499.4936,Mecklenburg,35.241516,-80.75772099999999,35.243457,-80.70106700000001,"41,259.00","1,366.57","46,729.00"
261,VIEW,Viewmont Park,5400 VIEWMONT DR,5400,VIEWMONT,CHARLOTTE,NC,28215,Neighborhood,General,Developed,North,9803141001,District 1,District 3,1998/07/28 00:00:00+00,1477494.418,554226.9274,Mecklenburg,35.261069,-80.750876,35.243457,-80.70106700000001,"41,259.00","1,366.57","46,729.00"
195,DEVS,Devonshire Park,6330 BARRINGTON DR,6330,BARRINGTON,CHARLOTTE,NC,28215,Neighborhood,General,Developed,North,9803141001,District 1,District 3,1998/07/28 00:00:00+00,1478858.015,549509.8141,Mecklenburg,35.247279999999996,-80.746054,35.243457,-80.70106700000001,"41,259.00","1,366.57","46,729.00"
247,UNTY,Unity Park,6401 KELSEY DR,6401,KELSEY,CHARLOTTE,NC,28215,Neighborhood,General,Developed,North,9803141001,District 5,District 3,1998/07/28 00:00:00+00,1476805.596,552276.8959,Mecklenburg,35.255278999999994,-80.752969,35.243457,-80.70106700000001,"41,259.00","1,366.57","46,729.00"
239,HGRC,Hickory Grove Recreation Center,6709 PENCE RD,6709,PENCE,CHARLOTTE,NC,28215,Recreation Center,RecCenter,Developed,South,9803141003,District 5,District 4,2008/02/26 00:00:00+00,1487014.4980000001,541732.7856,Mecklenburg,35.226405,-80.716963,35.243457,-80.70106700000001,"41,259.00","1,366.57","46,729.00"
134,LIND,Delta Creek Park,7300 LINDA LAKE DR,0, ,CHARLOTTE,NC,28215,Neighborhood,General,Developed,North,9803141001,District 5,District 3,1998/12/15 00:00:00+00,1484133.106,548323.9679,Mecklenburg,35.244578999999995,-80.72784300000001,35.243457,-80.70106700000001,"41,259.00","1,366.57","46,729.00"
87,HARP,Harrisburg Road Park,7701 HARRISBURG RD,7701,HARRISBURG,CHARLOTTE,NC,28215,Neighborhood,General,Developed,South,9803141003,District 5,District 4,1998/07/28 00:00:00+00,1496390.437,539205.7198,Mecklenburg,35.220315,-80.687039,35.243457,-80.70106700000001,"41,259.00","1,366.57","46,729.00"
3,CTMY,C.T. Myers Golf Course,7817 HARRISBURG RD,7817,HARRISBURG,CHARLOTTE,NC,28215,Golf Course,Golf,Developed,South,9803141003,District 5,District 4,2002/03/18 00:00:00+00,1496508.108,539832.7766,Mecklenburg,35.220315,-80.687039,35.243457,-80.70106700000001,"41,259.00","1,366.57","46,729.00"
301,HACP,Harrisburg Road Sportsplex,8045 HARRISBURG RD,0,NO ADDRESS,CHARLOTTE,NC,28215,Regional,General,Developed,South,9803141003,District 5,District 4,2002/04/03 00:00:00+00,1497014.638,540819.5347,Mecklenburg,35.217319,-80.84070600000001,35.243457,-80.70106700000001,"41,259.00","1,366.57","46,729.00"
331,RCCG,Reedy Creek Community Garden,8832 GRIER RD,8832,GRIER,CHARLOTTE,NC,28215,Community Garden,Garden,Developed,North,9803141001,District 4,District 3,2009/05/14 10:25:41+00,1486564.676,559132.9,Mecklenburg,35.274046999999996,-80.720363,35.243457,-80.70106700000001,"41,259.00","1,366.57","46,729.00"
51,ABBT,Abbott Park,1300 SPRUCE ST,1300,SPRUCE,CHARLOTTE,NC,28203,Neighborhood,General,Developed,Central,9803141002,District 3,District 2,2007/09/13 00:00:00+00,1441233.649,538472.5893,Mecklenburg,35.214707000000004,-80.871224,35.208082,-80.85925,"10,162.00","3,052.82","38,918.00"
280,TSRC,Tom Sykes Recreation Center,1501 EUCLID AV,1501,EUCLID,CHARLOTTE,NC,28203,Recreation Center,RecCenter,Developed,Central,9803141113,District 1,District 4,2007/02/08 00:00:00+00,1446771.1030000001,537409.2358,Mecklenburg,35.212385999999995,-80.85220799999999,35.208082,-80.85925,"10,162.00","3,052.82","38,918.00"
149,KING,Wilmore Centennial Park at Southend,1711 S TRYON ST,1711,TRYON,CHARLOTTE,NC,28203,Neighborhood,General,Undeveloped,Central,9803141002,District 3,District 2,2012/05/17 00:00:00+00,1444332.626,538160.8159,Mecklenburg,35.214314,-80.860372,35.208082,-80.85925,"10,162.00","3,052.82","38,918.00"
35,STHW,Southwest Park,1729 VILMA ST,1729,VILMA,CHARLOTTE,NC,28203,Community,General,Developed,Central,9803141002,District 3,District 2,1999/04/01 00:00:00+00,1427454.676,537079.5333,Mecklenburg,35.210758,-80.91650899999999,35.208082,-80.85925,"10,162.00","3,052.82","38,918.00"
230,FREE,Freedom Park,2435 CUMBERLAND AV,2435,CUMBERLAND,CHARLOTTE,NC,28203,Regional,General,Developed,Central,9803141002,District 1,District 5,2007/10/24 00:00:00+00,1448885.715,529821.9295,Mecklenburg,35.192768,-80.843871,35.208082,-80.85925,"10,162.00","3,052.82","38,918.00"
186,LATC,Latta Recreation Center,510 E PARK AV,510,EAST PARK,CHARLOTTE,NC,28203,Recreation Center,RecCenter,Developed,Central,9803141002,District 1,District 4,1998/07/28 00:00:00+00,1446945.096,536587.8853,Mecklenburg,35.21028,-80.851919,35.208082,-80.85925,"10,162.00","3,052.82","38,918.00"
307,LATP,Latta Park,601 E PARK AV,601,EAST PARK,CHARLOTTE,NC,28203,Community,General,Developed,Central,9803141002,District 1,District 4,1998/07/28 00:00:00+00,1447160.2030000002,536339.0379,Mecklenburg,35.209621999999996,-80.850739,35.208082,-80.85925,"10,162.00","3,052.82","38,918.00"
317,STHS,Southside Park,645 REMOUNT RD,645,REMOUNT,CHARLOTTE,NC,28203,Community,General,Developed,Central,9803141002,District 3,District 2,1998/07/28 00:00:00+00,1440013.678,535946.9121,Mecklenburg,35.206957,-80.87301500000001,35.208082,-80.85925,"10,162.00","3,052.82","38,918.00"
180,WILM,Wilmore Park,900 SPRUCE ST,900,SPRUCE,CHARLOTTE,NC,28203,Neighborhood,General,Developed,Central,9803141002,District 3,District 2,1998/07/28 00:00:00+00,1442129.571,540638.2839,Mecklenburg,35.221282,-80.868448,35.208082,-80.85925,"10,162.00","3,052.82","38,918.00"
183,PRES,Pressley Road Park,1431 PRESSLEY RD,1431,PRESSLEY,CHARLOTTE,NC,28217,Neighborhood,General,Developed,Central,9803141002,District 3,District 2,1998/07/28 00:00:00+00,1434818.7140000002,531932.1646,Mecklenburg,35.196927,-80.891322,35.168896000000004,-80.90828499999999,"19,388.00","1,301.44","38,757.00"
32,CLAN,Clanton Park,1520 CLANTON RD,1520,CLANTON,CHARLOTTE,NC,28217,Community,General,Developed,Central,9803141002,District 3,District 2,1998/07/28 00:00:00+00,1434491.148,536050.465,Mecklenburg,35.20712,-80.89183,35.168896000000004,-80.90828499999999,"19,388.00","1,301.44","38,757.00"
158,ARGC,Arbor Glen Outreach Center,1520 CLANTON RD,1520,CLANTON,CHARLOTTE,NC,28217,Recreation Center,RecCenter,Developed,Central,9803141110,District 3,District 2,2002/04/03 00:00:00+00,1434541.767,535919.8546,Mecklenburg,35.20712,-80.89183,35.168896000000004,-80.90828499999999,"19,388.00","1,301.44","38,757.00"
252,JATC,Jeff Adams Tennis Center,1520 W TYVOLA RD,1200,TYVOLA,CHARLOTTE,NC,28217,Tennis Center,Sports,Developed,South,7045293273,District 3,District 2,1998/07/28 00:00:00+00,1430324.924,522928.3603,Mecklenburg,35.172212,-80.903279,35.168896000000004,-80.90828499999999,"19,388.00","1,301.44","38,757.00"
243,RGLF,Harry L. Jones Sr. Golf Course,1525 W TYVOLA RD,1525,TYVOLA,CHARLOTTE,NC,28217,Golf Course,Golf,Developed,South,9803141003,District 3,District 2,1998/07/28 00:00:00+00,1429241.28,524383.1284,Mecklenburg,35.174023999999996,-80.910699,35.168896000000004,-80.90828499999999,"19,388.00","1,301.44","38,757.00"
70,RSPK,Renaissance Park,1536 W TYVOLA RD,1536,TYVOLA,CHARLOTTE,NC,28217,Regional,General,Developed,South,9803141003,District 3,District 2,2002/02/01 00:00:00+00,1429340.235,524412.7907,Mecklenburg,35.179826,-80.908716,35.168896000000004,-80.90828499999999,"19,388.00","1,301.44","38,757.00"
1,CLAG,Clanton Park Community Garden,3010 BARRINGER DR,3010,BARRINGER,CHARLOTTE,NC,28217,Community Garden,Garden,Developed,Central,9803141002,District 3,District 2,2019/03/25 16:29:41+00,1437598.029,535681.4151,Mecklenburg,35.206989,-80.882984,35.168896000000004,-80.90828499999999,"19,388.00","1,301.44","38,757.00"
150,CLAP,Dorothy D. Waddy Pavilion,3132 MANCHESTER DR,3132,MANCHESTER,CHARLOTTE,NC,28217,Pavilion,Venue,Developed,Central,9803141002,District 3,District 2,2019/02/25 16:36:18+00,1437385.001,535127.0001,Mecklenburg,35.205701,-80.883587,35.168896000000004,-80.90828499999999,"19,388.00","1,301.44","38,757.00"
168,SEVP,Seversville Park,540 S BRUNS AV,540,BRUNS,CHARLOTTE,NC,28217,Neighborhood,General,Developed,Central,9803141002,District 2,District 2,2002/04/03 00:00:00+00,1442707.1940000001,547178.6208,Mecklenburg,35.238752000000005,-80.866685,35.168896000000004,-80.90828499999999,"19,388.00","1,301.44","38,757.00"
